종로구,70,"rgb(116,217,0)",37.561003,126.999642
청운동,62,"rgb(116,217,0)",37.584137,126.970652
신교동,62,"rgb(116,217,0)",37.584137,126.970652
궁정동,62,"rgb(116,217,0)",37.584137,126.970652
효자동,62,"rgb(116,217,0)",37.584137,126.970652
창성동,62,"rgb(116,217,0)",37.584137,126.970652
통인동,62,"rgb(116,217,0)",37.584137,126.970652
누상동,62,"rgb(116,217,0)",37.584137,126.970652
누하동,62,"rgb(116,217,0)",37.584137,126.970652
옥인동,62,"rgb(116,217,0)",37.584137,126.970652
세종로,62,"rgb(116,217,0)",37.584137,126.970652
통의동,60,"rgb(116,217,0)",37.573269,126.970956
적선동,60,"rgb(116,217,0)",37.573269,126.970956
체부동,60,"rgb(116,217,0)",37.573269,126.970956
필운동,60,"rgb(116,217,0)",37.573269,126.970956
내자동,60,"rgb(116,217,0)",37.573269,126.970956
사직동,60,"rgb(116,217,0)",37.573269,126.970956
도렴동,60,"rgb(116,217,0)",37.573269,126.970956
당주동,60,"rgb(116,217,0)",37.573269,126.970956
내수동,60,"rgb(116,217,0)",37.573269,126.970956
신문로1가,60,"rgb(116,217,0)",37.573269,126.970956
신문로2가,60,"rgb(116,217,0)",37.573269,126.970956
팔판동,53,"rgb(116,217,0)",37.582425,126.983978
삼청동,53,"rgb(116,217,0)",37.582425,126.983978
안국동,53,"rgb(116,217,0)",37.582425,126.983978
소격동,53,"rgb(116,217,0)",37.582425,126.983978
화동,53,"rgb(116,217,0)",37.582425,126.983978
사간동,53,"rgb(116,217,0)",37.582425,126.983978
송현동,53,"rgb(116,217,0)",37.582425,126.983978
부암동,61,"rgb(116,217,0)",37.589856,126.966444
홍지동,61,"rgb(116,217,0)",37.589856,126.966444
신영동,61,"rgb(116,217,0)",37.589856,126.966444
구기동,64,"rgb(116,217,0)",37.602522,126.968878
평창동,64,"rgb(116,217,0)",37.602522,126.968878
무악동,64,"rgb(116,217,0)",37.571539,126.961208
교남동,69,"rgb(116,217,0)",37.569075,126.964100
평동,69,"rgb(116,217,0)",37.569075,126.964100
송월동,69,"rgb(116,217,0)",37.569075,126.964100
홍파동,69,"rgb(116,217,0)",37.569075,126.964100
교북동,69,"rgb(116,217,0)",37.569075,126.964100
행촌동,69,"rgb(116,217,0)",37.569075,126.964100
가회동,85,"rgb(255,189,0)",37.577253,126.986911
재동,85,"rgb(255,189,0)",37.577253,126.986911
계동,85,"rgb(255,189,0)",37.577253,126.986911
원서동,85,"rgb(255,189,0)",37.577253,126.986911
청진동,77,"rgb(116,217,0)",37.567886,126.991067
서린동,77,"rgb(116,217,0)",37.567886,126.991067
수송동,77,"rgb(116,217,0)",37.567886,126.991067
중학동,77,"rgb(116,217,0)",37.567886,126.991067
종로1가,77,"rgb(116,217,0)",37.567886,126.991067
공평동,77,"rgb(116,217,0)",37.567886,126.991067
관훈동,77,"rgb(116,217,0)",37.567886,126.991067
견지동,77,"rgb(116,217,0)",37.567886,126.991067
와룡동,77,"rgb(116,217,0)",37.567886,126.991067
권농동,77,"rgb(116,217,0)",37.567886,126.991067
운니동,77,"rgb(116,217,0)",37.567886,126.991067
익선동,77,"rgb(116,217,0)",37.567886,126.991067
경운동,77,"rgb(116,217,0)",37.567886,126.991067
관철동,77,"rgb(116,217,0)",37.567886,126.991067
인사동,77,"rgb(116,217,0)",37.567886,126.991067
낙원동,77,"rgb(116,217,0)",37.567886,126.991067
종로2가,77,"rgb(116,217,0)",37.567886,126.991067
훈정동,77,"rgb(116,217,0)",37.567886,126.991067
묘동,77,"rgb(116,217,0)",37.567886,126.991067
봉익동,77,"rgb(116,217,0)",37.567886,126.991067
돈의동,77,"rgb(116,217,0)",37.567886,126.991067
장사동,77,"rgb(116,217,0)",37.567886,126.991067
관수동,77,"rgb(116,217,0)",37.567886,126.991067
종로3가,77,"rgb(116,217,0)",37.567886,126.991067
인의동,77,"rgb(116,217,0)",37.567886,126.991067
예지동,77,"rgb(116,217,0)",37.567886,126.991067
원남동,77,"rgb(116,217,0)",37.567886,126.991067
종로4가,77,"rgb(116,217,0)",37.567886,126.991067
연지동,63,"rgb(116,217,0)",37.569211,127.007156
효제동,63,"rgb(116,217,0)",37.569211,127.007156
종로5가,63,"rgb(116,217,0)",37.569211,127.007156
종로6가,63,"rgb(116,217,0)",37.569211,127.007156
충신동,63,"rgb(116,217,0)",37.569211,127.007156
이화동,69,"rgb(116,217,0)",37.574214,127.006397
연건동,69,"rgb(116,217,0)",37.574214,127.006397
동숭동,69,"rgb(116,217,0)",37.574214,127.006397
혜화동,68,"rgb(116,217,0)",37.583989,127.002622
명륜1가,68,"rgb(116,217,0)",37.583989,127.002622
명륜2가,68,"rgb(116,217,0)",37.583989,127.002622
명륜4가,68,"rgb(116,217,0)",37.583989,127.002622
명륜3가,68,"rgb(116,217,0)",37.583989,127.002622
창신동,60,"rgb(116,217,0)",37.567936,127.018464
숭인동,86,"rgb(255,189,0)",37.575028,127.017664
중구,63,"rgb(116,217,0)",37.536094,126.967522
소공동,64,"rgb(116,217,0)",37.559631,126.979108
북창동,64,"rgb(116,217,0)",37.559631,126.979108
태평로2가,64,"rgb(116,217,0)",37.559631,126.979108
남대문로2가,64,"rgb(116,217,0)",37.559631,126.979108
남대문로3가,64,"rgb(116,217,0)",37.559631,126.979108
남대문로4가,64,"rgb(116,217,0)",37.559631,126.979108
봉래동1가,64,"rgb(116,217,0)",37.559631,126.979108
서소문동,64,"rgb(116,217,0)",37.559631,126.979108
정동,64,"rgb(116,217,0)",37.559631,126.979108
순화동,64,"rgb(116,217,0)",37.559631,126.979108
의주로1가,64,"rgb(116,217,0)",37.559631,126.979108
충정로1가,64,"rgb(116,217,0)",37.559631,126.979108
남창동,61,"rgb(116,217,0)",37.554483,126.981444
남대문로5가,61,"rgb(116,217,0)",37.554483,126.981444
봉래동2가,61,"rgb(116,217,0)",37.554483,126.981444
회현동1가,61,"rgb(116,217,0)",37.554483,126.981444
회현동2가,61,"rgb(116,217,0)",37.554483,126.981444
충무로1가,61,"rgb(116,217,0)",37.554483,126.981444
무교동,64,"rgb(116,217,0)",37.557236,126.987889
다동,64,"rgb(116,217,0)",37.557236,126.987889
태평로1가,64,"rgb(116,217,0)",37.557236,126.987889
을지로1가,64,"rgb(116,217,0)",37.557236,126.987889
을지로2가,64,"rgb(116,217,0)",37.557236,126.987889
남대문로1가,64,"rgb(116,217,0)",37.557236,126.987889
삼각동,64,"rgb(116,217,0)",37.557236,126.987889
수하동,64,"rgb(116,217,0)",37.557236,126.987889
장교동,64,"rgb(116,217,0)",37.557236,126.987889
수표동,64,"rgb(116,217,0)",37.557236,126.987889
회현동3가,64,"rgb(116,217,0)",37.557236,126.987889
충무로2가,64,"rgb(116,217,0)",37.557236,126.987889
명동1가,64,"rgb(116,217,0)",37.557236,126.987889
명동2가,64,"rgb(116,217,0)",37.557236,126.987889
남산동1가,64,"rgb(116,217,0)",37.557236,126.987889
남산동2가,64,"rgb(116,217,0)",37.557236,126.987889
남산동3가,64,"rgb(116,217,0)",37.557236,126.987889
저동1가,64,"rgb(116,217,0)",37.557236,126.987889
예장동,64,"rgb(116,217,0)",37.557236,126.987889
충무로4가,60,"rgb(116,217,0)",37.557353,126.997711
충무로5가,60,"rgb(116,217,0)",37.557353,126.997711
묵정동,60,"rgb(116,217,0)",37.557353,126.997711
필동1가,60,"rgb(116,217,0)",37.557353,126.997711
필동2가,60,"rgb(116,217,0)",37.557353,126.997711
필동3가,60,"rgb(116,217,0)",37.557353,126.997711
남학동,60,"rgb(116,217,0)",37.557353,126.997711
주자동,60,"rgb(116,217,0)",37.557353,126.997711
장충동2가,60,"rgb(116,217,0)",37.557353,126.997711
