구,동,평균
강남구,,29.0
강동구,,36.0
강북구,,29.0
강서구,,34.0
관악구,,34.0
광진구,,31.0
구로구,,30.0
금천구,,32.0
노원구,,34.0
도봉구,,28.0
동대문구,,28.0
동작구,,34.0
마포구,,34.0
서대문구,,32.0
서초구,,27.0
성동구,,32.0
성북구,,33.0
송파구,,36.0
양천구,,32.0
영등포구,,36.0
용산구,,25.0
은평구,,29.0
종로구,,31.0
중구,,30.0
중랑구,,30.0
