gu,name,pm10,pm25,color,lat,lon
송파구,풍납동,105,72,"rgb(255,189,0)",37.535247,127.124244
송파구,거여동,85,59,"rgb(255,189,0)",37.494108,127.145408
송파구,마천동,88,60,"rgb(255,189,0)",37.493222,127.152089
송파구,방이동,110,75,"rgb(255,189,0)",37.508147,127.126011
송파구,오금동,104,72,"rgb(255,189,0)",37.500150,127.130244
송파구,송파동,104,72,"rgb(255,189,0)",37.503131,127.111819
송파구,석촌동,106,72,"rgb(255,189,0)",37.500775,127.105753
송파구,삼전동,94,62,"rgb(255,189,0)",37.499978,127.094642
송파구,가락동,90,62,"rgb(255,189,0)",37.492772,127.123911
송파구,문정동,86,59,"rgb(255,189,0)",37.487192,127.126200
송파구,장지동,99,67,"rgb(255,189,0)",37.487053,127.113064
송파구,잠실동,89,59,"rgb(255,189,0)",37.503356,127.086419
송파구,신천동,120,83,"rgb(255,90,0)",37.516444,127.110056
강동구,상일동,109,70,"rgb(255,189,0)",37.566714,127.180400
강동구,강일동,109,70,"rgb(255,189,0)",37.566714,127.180400
강동구,명일동,96,61,"rgb(255,189,0)",37.546964,127.148022
강동구,고덕동,102,65,"rgb(255,189,0)",37.556244,127.151019
강동구,암사동,105,68,"rgb(255,189,0)",37.548717,127.134764
강동구,천호동,93,60,"rgb(255,189,0)",37.542303,127.138878
강동구,성내동,105,70,"rgb(255,189,0)",37.527847,127.126031
강동구,길동,95,61,"rgb(255,189,0)",37.539217,127.146168
강동구,둔촌동,103,68,"rgb(255,189,0)",37.520750,127.138831
