name,lat,lon,val,clr
성산제2동3,37.564705,126.912733,95,"rgb(255,189,0)"
왕십리제2동2,37.5579,127.0342,372,"rgb(255,0,0)"
남현동1,37.4760,126.9813,123,"rgb(255,90,0)"
청담동2,37.5200,127.0569,95,"rgb(255,189,0)"
중앙동2,37.485308,126.955709,-999,"rgb(0,201,250)"
혜화동1,37.5834,127.0017,-999,"rgb(0,201,250)"
도봉제1동2,37.6873,127.0441,95,"rgb(255,189,0)"
압구정동1,37.5285,127.0367,104,"rgb(255,189,0)"
구로제2동2,37.4819,126.8830,79,"rgb(116,217,0)"
가회동1,37.5771,126.9860,80,"rgb(255,189,0)"
양재1동2,37.4821,127.0380,84,"rgb(255,189,0)"
소공동2,37.5657,126.9789,83,"rgb(255,189,0)"
개봉제2동1,37.4887,126.8562,104,"rgb(255,189,0)"
이문제2동1,37.595541,127.059506,88,"rgb(255,189,0)"
종로5.6가동1,37.5713,127.0048,-999,"rgb(0,201,250)"
양재2동3,37.4695,127.0401,85,"rgb(255,189,0)"
문래동1,37.5141,126.9006,82,"rgb(255,189,0)"
남현동2,37.4659,126.9890,33,"rgb(116,217,0)"
혜화동2,37.5868,126.9968,86,"rgb(255,189,0)"
다산동1,37.5515,127.0026,43,"rgb(116,217,0)"
청담동3,37.5236,127.0451,74,"rgb(116,217,0)"
목5동2,37.5362,126.8781,60,"rgb(116,217,0)"
하계2동2,37.6302,127.0771,-999,"rgb(0,201,250)"
안암동1,37.5867,127.0277,77,"rgb(116,217,0)"
용신동3,37.56985278,127.0378833,97,"rgb(255,189,0)"
이화동2,37.5761,127.0026,95,"rgb(255,189,0)"
서초4동4,37.4979,127.0273,122,"rgb(255,90,0)"
압구정동2,37.5284,127.0309,104,"rgb(255,189,0)"
독산제2동2,37.4625,126.9042,-999,"rgb(0,201,250)"
소공동3,37.5589,126.9805,90,"rgb(255,189,0)"
당산제1동2,37.5211,126.8961,111,"rgb(255,189,0)"
신당제5동1,37.5640,127.0300,176,"rgb(255,90,0)"
가회동2,37.5720,126.9831,95,"rgb(255,189,0)"
대흥동2,37.5502,126.9420,69,"rgb(116,217,0)"
광장동1,37.5429,127.1018,98,"rgb(255,189,0)"
신사동3,37.5216,127.0335,76,"rgb(116,217,0)"
삼성1동7,37.5105,127.0627,66,"rgb(116,217,0)"
연희동1,37.5650,126.9379,79,"rgb(116,217,0)"
여의동3,37.5209,126.9347,108,"rgb(255,189,0)"
구로제3동1,37.4831,126.9014,93,"rgb(255,189,0)"
중앙동3,37.4785,126.9525,-999,"rgb(0,201,250)"
삼청동2,37.5819,126.9895,-999,"rgb(0,201,250)"
왕십리제2동3,37.5616,127.0345,152,"rgb(255,90,0)"
삼청동3,37.5812,126.9853,56,"rgb(116,217,0)"
당산제1동3,37.5258,126.8966,112,"rgb(255,189,0)"
종로1.2.3.4가동4,37.5723,126.9918,75,"rgb(116,217,0)"
종로5.6가동2,37.5655,127.0075,95,"rgb(255,189,0)"
신촌동2,37.5628,126.9461,87,"rgb(255,189,0)"
화양동1,37.5439,127.0765,-999,"rgb(0,201,250)"
명동1,37.5509,126.9908,54,"rgb(116,217,0)"
이태원제2동3,37.5341,126.9891,96,"rgb(255,189,0)"
잠실4동2,37.5187,127.1131,93,"rgb(255,189,0)"
마장동2,37.5664,127.0435,115,"rgb(255,189,0)"
가리봉동3,37.4803,126.8938,65,"rgb(116,217,0)"
사직동10,37.5690,126.9764,95,"rgb(255,189,0)"
대덕동2,37.5695,126.8806,99,"rgb(255,189,0)"
삼각산동1,37.6086,127.0233,207,"rgb(255,0,0)"
송중동2,37.6112,127.0349,88,"rgb(255,189,0)"
안암동2,37.5848,127.0184,100,"rgb(255,189,0)"
낙성대동1,37.4613,126.9511,100,"rgb(255,189,0)"
구로제2동3,37.4851,126.8869,-999,"rgb(0,201,250)"
삼성동1,37.4713,126.9341,123,"rgb(255,90,0)"
청량리동2,37.5916,127.0500,102,"rgb(255,189,0)"
성수1가제1동1,37.5383,127.0493,-999,"rgb(0,201,250)"
반포3동4,37.5068,127.0098,57,"rgb(116,217,0)"
보광동1,37.5227,126.9993,4,"rgb(0,201,250)"
시흥제5동2,37.4469,126.9035,98,"rgb(255,189,0)"
약수동1,37.5485,127.0167,56,"rgb(116,217,0)"
자양제1동2,37.5316,127.0859,83,"rgb(255,189,0)"
군자동2,37.5496,127.0779,68,"rgb(116,217,0)"
풍납1동3,37.5376,127.1257,100,"rgb(255,189,0)"
안암동3,37.5829,127.0292,120,"rgb(255,90,0)"
원효로제1동2,37.5333,126.9641,48,"rgb(116,217,0)"
청담동4,37.5246,127.0501,93,"rgb(255,189,0)"
정릉제4동1,37.6104,127.0121,68,"rgb(116,217,0)"
소공동4,37.5611,126.9755,54,"rgb(116,217,0)"
개봉제1동1,37.5051,126.8478,70,"rgb(116,217,0)"
송정동1,37.5538,127.0648,304,"rgb(255,0,0)"
성수1가제2동1,37.5469,127.0445,105,"rgb(255,189,0)"
서림동1,37.4755,126.9365,-999,"rgb(0,201,250)"
응봉동1,37.5446,127.0382,90,"rgb(255,189,0)"
월곡제1동1,37.6016,127.0334,125,"rgb(255,90,0)"
합정동1,37.5459,126.9097,109,"rgb(255,189,0)"
서초3동7,37.4873,127.0104,83,"rgb(255,189,0)"
이태원제1동1,37.5278,126.9993,-999,"rgb(0,201,250)"
송정동2,37.54853,127.06719,-999,"rgb(0,201,250)"
길음제2동2,37.6066,127.0277,89,"rgb(255,189,0)"
개봉제2동2,37.4923,126.8559,96,"rgb(255,189,0)"
목2동2,37.5400,126.8820,-999,"rgb(0,201,250)"
창신제3동2,37.574,127.015,97,"rgb(255,189,0)"
삼성2동3,37.5150,127.0479,-999,"rgb(0,201,250)"
필동1,37.5579,127.0006,-999,"rgb(0,201,250)"
사직동11,37.5724,126.9776,67,"rgb(116,217,0)"
중계1동1,37.6488,127.0770,108,"rgb(255,189,0)"
행당제1동1,37.5563,127.0433,495,"rgb(255,0,0)"
노량진제2동1,37.5045,126.9381,-999,"rgb(0,201,250)"
용문동1,37.5372,126.9606,91,"rgb(255,189,0)"
구로제3동2,37.4827,126.8952,35,"rgb(116,217,0)"
구로제3동3,37.4827,126.8952,42,"rgb(116,217,0)"
구로제3동4,37.4827,126.8952,53,"rgb(116,217,0)"
구로제3동5,37.4827,126.8952,45,"rgb(116,217,0)"
천호제1동3,37.544984,127.13679,46,"rgb(116,217,0)"
천호제1동4,37.544984,127.13679,-999,"rgb(0,201,250)"
반포2동2,37.504546,126.9945,36,"rgb(116,217,0)"
반포2동3,37.504546,126.9945,29,"rgb(0,201,250)"
이화동3,37.572011,127.00502,-999,"rgb(0,201,250)"
이화동4,37.572011,127.00502,-999,"rgb(0,201,250)"
길음제2동3,37.606658,127.02729,-999,"rgb(0,201,250)"
길음제2동4,37.606658,127.02729,-999,"rgb(0,201,250)"
구로제3동6,37.4827,126.8952,-999,"rgb(0,201,250)"
장안면2,36.4556,127.7690,-999,"rgb(0,201,250)"
이촌제2동1,37.5175,126.9574,16,"rgb(0,201,250)"
가산동3,37.4764,126.8964,34,"rgb(116,217,0)"
천호제1동5,37.5451,127.1369,-999,"rgb(0,201,250)"
방학제3동3,37.6544,127.0249,35,"rgb(116,217,0)"
장안면3,36.4556,127.7690,35,"rgb(116,217,0)"
하안3동2,37.4537,126.8784,18,"rgb(0,201,250)"
삼청동4,37.5940,126.9808,30,"rgb(116,217,0)"
신도동1,37.6607,126.9074,89,"rgb(255,189,0)"
세곡동2,37.4682,127.0955,40,"rgb(116,217,0)"
공릉2동3,37.6155,127.0807,58,"rgb(116,217,0)"
삼성1동8,37.5116,127.0653,32,"rgb(116,217,0)"
사직동12,37.5727,126.9727,11,"rgb(0,201,250)"
안암동4,37.5848,127.0259,42,"rgb(116,217,0)"
가락본동4,37.4934,127.1172,32,"rgb(116,217,0)"
잠실2동3,37.5135,127.0883,13,"rgb(0,201,250)"
갈매동1,37.6239,127.1303,30,"rgb(116,217,0)"
논현2동4,37.5115,127.0432,83,"rgb(255,189,0)"
한강로동3,37.5306,126.9747,4,"rgb(0,201,250)"
성산제1동3,37.5593,126.9076,-999,"rgb(0,201,250)"
홍은제2동3,37.5795,126.9454,14,"rgb(0,201,250)"
망원제2동1,37.5603,126.9056,-999,"rgb(0,201,250)"
망원제1동2,37.5554,126.9083,-999,"rgb(0,201,250)"
성산제1동4,37.5603,126.9065,32,"rgb(116,217,0)"
망원제2동2,37.5577,126.9077,49,"rgb(116,217,0)"
망원제2동3,37.5585,126.9072,37,"rgb(116,217,0)"
종로1.2.3.4가동5,37.5714,126.9890,86,"rgb(255,189,0)"
이촌제2동2,37.5239,126.9636,16,"rgb(0,201,250)"
한강로동4,37.5302,126.9816,30,"rgb(116,217,0)"
한강로동5,37.5302,126.9816,58,"rgb(116,217,0)"
구로제3동7,37.4815,126.8932,28,"rgb(0,201,250)"
구로제3동8,37.4815,126.8934,56,"rgb(116,217,0)"
구로제3동9,37.4816,126.8933,2,"rgb(0,201,250)"
구로제3동10,37.4824,126.8934,25,"rgb(0,201,250)"
구로제3동11,37.4823,126.8936,12,"rgb(0,201,250)"
가산동4,37.4752,126.8981,63,"rgb(116,217,0)"
가산동5,37.4763,126.8982,130,"rgb(255,90,0)"
가산동6,37.4763,126.8982,7,"rgb(0,201,250)"
가산동7,37.4763,126.8981,3,"rgb(0,201,250)"
가산동8,37.4763,126.8982,269,"rgb(255,0,0)"
독산제2동3,37.4627,126.9008,95,"rgb(255,189,0)"
소공동5,37.5565,126.9738,59,"rgb(116,217,0)"
군자동3,37.5490,127.0777,45,"rgb(116,217,0)"
반포2동4,37.504581,126.99447,12,"rgb(0,201,250)"
천호제1동6,37.544992,127.136785,87,"rgb(255,189,0)"
이화동5,37.572026,127.005009,26,"rgb(0,201,250)"
길음제2동5,37.606665,127.027303,40,"rgb(116,217,0)"
방배2동3,37.4780,126.9845,22,"rgb(0,201,250)"
삼성1동9,37.5035,127.0565,39,"rgb(116,217,0)"
양재1동3,37.4746,127.0296,24,"rgb(0,201,250)"
양재1동4,37.4729,127.0301,24,"rgb(0,201,250)"
삼청동5,37.5951,126.9901,26,"rgb(0,201,250)"
서초3동8,37.4729,127.0263,30,"rgb(116,217,0)"
양재2동4,37.4721,127.0322,31,"rgb(116,217,0)"
양재1동5,37.4734,127.0310,27,"rgb(0,201,250)"
양재2동5,37.4550,127.0227,21,"rgb(0,201,250)"
홍은제2동4,37.5768,126.9390,47,"rgb(116,217,0)"
반포1동1,37.5026,127.0152,23,"rgb(0,201,250)"
삼전동1,37.5021,127.0909,23,"rgb(0,201,250)"
홍은제2동5,37.5775,126.9345,32,"rgb(116,217,0)"
양재2동6,37.4701,127.0341,31,"rgb(116,217,0)"
공항동3,37.5613,126.8227,57,"rgb(116,217,0)"
연희동2,37.5741,126.9419,46,"rgb(116,217,0)"
풍산동1,37.5557,127.1816,29,"rgb(0,201,250)"
풍산동2,37.5543,127.1815,34,"rgb(116,217,0)"
송파구청,37.5034,127.1165,17,"rgb(0,201,250)"
사직동13,37.571973,126.97728,44,"rgb(116,217,0)"
하안3동5,37.456082,126.887485,-999,"rgb(0,201,250)"
구로제3동12,37.4813,126.8953,779,"rgb(255,0,0)"
구로제3동13,37.4818,126.8939,472,"rgb(255,0,0)"
반포2동5,37.5047,126.9945,1,"rgb(0,201,250)"
구로제3동14,37.4810,126.8956,98,"rgb(255,189,0)"
중구,37.5643,126.9747,51,"rgb(116,217,0)"
한강대로,37.5491,126.9704,56,"rgb(116,217,0)"
종로구,37.572,127.005,45,"rgb(116,217,0)"
청계천로,37.5686,126.9981,41,"rgb(116,217,0)"
종로,37.5709,126.9965,53,"rgb(116,217,0)"
용산구,37.54,127.0048,52,"rgb(116,217,0)"
광진구,37.5472,127.0925,48,"rgb(116,217,0)"
성동구,37.5432,127.0419,48,"rgb(116,217,0)"
강변북로,37.5387,127.042,50,"rgb(116,217,0)"
중랑구,37.5849,127.094,47,"rgb(116,217,0)"
동대문구,37.5758,127.0289,53,"rgb(116,217,0)"
홍릉로,37.5805,127.0444,52,"rgb(116,217,0)"
성북구,37.6067,127.0273,59,"rgb(116,217,0)"
정릉로,37.6067,127.0049,55,"rgb(116,217,0)"
도봉구,37.6542,127.029,51,"rgb(116,217,0)"
은평구,37.6098,126.9348,52,"rgb(116,217,0)"
서대문구,37.5767,126.9378,53,"rgb(116,217,0)"
마포구,37.5498,126.9456,58,"rgb(116,217,0)"
신촌로,37.5551,126.9361,50,"rgb(116,217,0)"
강서구,37.5447,126.8351,58,"rgb(116,217,0)"
공항대로,37.5602,126.8247,54,"rgb(116,217,0)"
구로구,37.4985,126.8897,56,"rgb(116,217,0)"
영등포구,37.525,126.8974,65,"rgb(116,217,0)"
영등포로,37.5193,126.9046,49,"rgb(116,217,0)"
동작구,37.4809,126.9715,56,"rgb(116,217,0)"
동작대로 중앙차로,37.4854,126.9803,53,"rgb(116,217,0)"
관악구,37.4874,126.9271,66,"rgb(116,217,0)"
강남구,37.5176,127.0481,56,"rgb(116,217,0)"
서초구,37.5046,126.9945,50,"rgb(116,217,0)"
도산대로,37.516,127.0203,68,"rgb(116,217,0)"
강남대로,37.4818,127.0357,58,"rgb(116,217,0)"
송파구,37.5218,127.1165,56,"rgb(116,217,0)"
강동구,37.545,127.1368,54,"rgb(116,217,0)"
천호대로,37.5341,127.1393,57,"rgb(116,217,0)"
금천구,37.4524,126.9083,53,"rgb(116,217,0)"
강북구,37.6379,127.0288,55,"rgb(116,217,0)"
양천구,37.5234,126.8587,56,"rgb(116,217,0)"
노원구,37.6574,127.0679,-999,"rgb(0,201,250)"
화랑로,37.6177,127.0751,56,"rgb(116,217,0)"
