name,lat,lon,val,clr
청파동1,37.5451,126.9706,55,"rgb(116,217,0)"
송천동1,37.6168,127.0298,46,"rgb(116,217,0)"
한남동1,37.5350,127.0062,-999,"rgb(0,201,250)"
역촌동3,37.606096,126.918259,41,"rgb(116,217,0)"
면목제5동1,37.5787,127.0725,90,"rgb(255,189,0)"
도봉제2동2,37.665908,127.046638,-999,"rgb(0,201,250)"
신사제1동1,37.5936,126.9180,96,"rgb(255,189,0)"
평창동1,37.603389,126.961421,55,"rgb(116,217,0)"
사직동9,37.5758,126.9714,42,"rgb(116,217,0)"
이화동1,37.5746,126.9974,37,"rgb(116,217,0)"
종로1.2.3.4가동2,37.5670,126.9875,98,"rgb(255,189,0)"
망우제3동1,37.5867,127.0956,60,"rgb(116,217,0)"
양평제2동1,37.5402,126.8904,-999,"rgb(0,201,250)"
중림동1,37.5518,126.9630,67,"rgb(116,217,0)"
옥수동1,37.54253889,127.0024944,47,"rgb(116,217,0)"
성수2가제3동1,37.5457,127.0577,-999,"rgb(0,201,250)"
답십리제2동1,37.5784,127.0662,86,"rgb(255,189,0)"
송중동1,37.6122,127.0305,30,"rgb(116,217,0)"
우장산동1,37.5440,126.8436,91,"rgb(255,189,0)"
고척제2동1,37.5063,126.8597,104,"rgb(255,189,0)"
아현동2,37.5435,126.9553,98,"rgb(255,189,0)"
번제1동1,37.6346,127.0356,100,"rgb(255,189,0)"
고척제1동1,37.5013,126.8693,43,"rgb(116,217,0)"
전농제2동2,37.577764,127.05843,83,"rgb(255,189,0)"
독산제1동2,37.4709,126.9031,98,"rgb(255,189,0)"
양평제2동2,37.5378,126.8937,-999,"rgb(0,201,250)"
중곡제3동1,37.5625,127.0821,84,"rgb(255,189,0)"
수서동1,37.4884,127.1004,104,"rgb(255,189,0)"
역삼1동1,37.4922,127.0306,105,"rgb(255,189,0)"
신정6동1,37.5169,126.8643,59,"rgb(116,217,0)"
삼성2동1,37.5060,127.0483,104,"rgb(255,189,0)"
신길제6동2,37.4921,126.9178,-999,"rgb(0,201,250)"
신대방제1동1,37.4877,126.9129,-999,"rgb(0,201,250)"
삼성1동5,37.5124,127.0569,44,"rgb(116,217,0)"
신내1동2,37.6002,127.1010,-999,"rgb(0,201,250)"
구의제2동2,37.5410,127.0958,162,"rgb(255,90,0)"
공항동1,37.549407,126.819875,65,"rgb(116,217,0)"
영등포본동2,37.5108,126.9101,121,"rgb(255,90,0)"
독산제2동1,37.4581,126.8993,-999,"rgb(0,201,250)"
일원2동2,37.4942,127.0818,59,"rgb(116,217,0)"
서초4동3,37.4999,127.0298,51,"rgb(116,217,0)"
화곡제8동1,37.5317,126.8466,100,"rgb(255,189,0)"
상봉제1동3,37.5943,127.0934,122,"rgb(255,90,0)"
영등포동2,37.5219,126.9244,123,"rgb(255,90,0)"
창신제2동2,37.570192,127.015998,81,"rgb(255,189,0)"
화곡제3동1,37.5411,126.8412,-999,"rgb(0,201,250)"
장안제1동2,37.5677,127.0688,98,"rgb(255,189,0)"
영등포본동3,37.514852,126.90745,121,"rgb(255,90,0)"
논현2동2,37.5167,127.0404,-999,"rgb(0,201,250)"
종로1.2.3.4가동3,37.5669,126.9824,85,"rgb(255,189,0)"
염창동1,37.5491,126.8682,104,"rgb(255,189,0)"
월계1동2,37.6231,127.0613,37,"rgb(116,217,0)"
공항동2,37.5524,126.8129,-999,"rgb(0,201,250)"
화곡제3동2,37.5401,126.8343,100,"rgb(255,189,0)"
신길제1동1,37.5136,126.9261,121,"rgb(255,90,0)"
이문제1동1,37.602612,127.067717,83,"rgb(255,189,0)"
가양제3동1,37.5572,126.8621,102,"rgb(255,189,0)"
논현1동1,37.5139,127.0317,93,"rgb(255,189,0)"
잠원동2,37.5115,127.0225,-999,"rgb(0,201,250)"
가양제1동3,37.5693,126.8414,-999,"rgb(0,201,250)"
논현2동3,37.5098,127.0417,76,"rgb(116,217,0)"
신정1동1,37.5147,126.8555,-999,"rgb(0,201,250)"
방화제3동1,37.5728,126.8281,-999,"rgb(0,201,250)"
역삼2동2,37.4960,127.0518,-999,"rgb(0,201,250)"
신월5동1,37.5394,126.8272,104,"rgb(255,189,0)"
서초2동4,37.487012,127.026784,37,"rgb(116,217,0)"
창신제3동1,37.578378,127.015204,147,"rgb(255,90,0)"
당산제1동1,37.5257,126.9048,121,"rgb(255,90,0)"
가산동2,37.4682,126.8912,-999,"rgb(0,201,250)"
삼청동1,37.5777,126.9785,76,"rgb(116,217,0)"
신월5동2,37.5367,126.8347,98,"rgb(255,189,0)"
소공동1,37.5607,126.9816,60,"rgb(116,217,0)"
평창동2,37.6013,126.9799,75,"rgb(116,217,0)"
삼양동1,37.6197,127.0211,-999,"rgb(0,201,250)"
삼성2동2,37.5020,127.0405,104,"rgb(255,189,0)"
반포4동2,37.4919,127.0084,-999,"rgb(0,201,250)"
여의동2,37.513351,126.940626,104,"rgb(255,189,0)"
창제5동1,37.6518,127.0363,-999,"rgb(0,201,250)"
동선동2,37.58821389,127.021375,-999,"rgb(0,201,250)"
남가좌제1동2,37.5752,126.9179,98,"rgb(255,189,0)"
오류제2동1,37.48757,126.8378383,108,"rgb(255,189,0)"
이태원제2동2,37.5349,126.9972,-999,"rgb(0,201,250)"
금호2.3가동1,37.5547,127.0198,-999,"rgb(0,201,250)"
무악동2,37.5716,126.9614,-999,"rgb(0,201,250)"
중림동2,37.5537,126.9736,52,"rgb(116,217,0)"
방화제3동2,37.5738,126.8117,89,"rgb(255,189,0)"
양평제1동1,37.516802,126.890067,121,"rgb(255,90,0)"
신사동1,37.5195,127.0283,91,"rgb(255,189,0)"
세곡동1,37.4647,127.1071,92,"rgb(255,189,0)"
장위제2동1,37.608306,127.052383,-999,"rgb(0,201,250)"
방화제1동2,37.5677,126.8146,-999,"rgb(0,201,250)"
목2동1,37.5470,126.8737,-999,"rgb(0,201,250)"
중곡제2동1,37.5539,127.0884,40,"rgb(116,217,0)"
오류제1동1,37.4944,126.8406,104,"rgb(255,189,0)"
양평제1동2,37.5256,126.8861,-999,"rgb(0,201,250)"
등촌제2동1,37.5370,126.8636,100,"rgb(255,189,0)"
역삼1동2,37.491259,127.037639,47,"rgb(116,217,0)"
영등포동3,37.5213,126.9118,45,"rgb(116,217,0)"
당산제2동1,37.5336,126.9014,111,"rgb(255,189,0)"
잠원동3,37.5174,127.0194,104,"rgb(255,189,0)"
중곡제2동2,37.5589,127.0878,-999,"rgb(0,201,250)"
신길제3동1,37.5032,126.9037,50,"rgb(116,217,0)"
양재1동1,37.4855,127.0338,33,"rgb(116,217,0)"
우장산동2,37.5500,126.8461,-999,"rgb(0,201,250)"
대림제1동1,37.4904,126.9078,106,"rgb(255,189,0)"
신사동2,37.5254,127.0253,-999,"rgb(0,201,250)"
화곡제4동2,37.5324,126.8634,100,"rgb(255,189,0)"
신길제7동2,37.4990,126.9210,53,"rgb(116,217,0)"
반포4동3,37.4942,127.0138,233,"rgb(255,0,0)"
대덕동1,37.5760,126.8774,108,"rgb(255,189,0)"
도림동1,37.5068,126.8927,104,"rgb(255,189,0)"
갈현제1동1,37.61907222,126.91535,81,"rgb(255,189,0)"
흑석동1,37.5035,126.9748,84,"rgb(255,189,0)"
염창동2,37.55084,126.872338,100,"rgb(255,189,0)"
공릉2동2,37.6174,127.0906,-999,"rgb(0,201,250)"
구로제5동1,37.4985,126.8885,58,"rgb(116,217,0)"
도림동2,37.5042,126.8913,55,"rgb(116,217,0)"
내곡동6,37.4556,127.0678,70,"rgb(116,217,0)"
신대방제2동1,37.4999,126.9304,104,"rgb(255,189,0)"
화곡제2동1,37.5255,126.8585,62,"rgb(116,217,0)"
상도제4동1,37.4984,126.9435,73,"rgb(116,217,0)"
목3동1,37.5450,126.8623,104,"rgb(255,189,0)"
신도림동1,37.5026,126.8806,-999,"rgb(0,201,250)"
반포3동3,37.5062,127.0038,-999,"rgb(0,201,250)"
방배1동2,37.4822,127.0021,61,"rgb(116,217,0)"
반포본동3,37.50515278,126.9874611,93,"rgb(255,189,0)"
신내1동3,37.6006,127.1037,482,"rgb(255,0,0)"
신월7동2,37.5129,126.8270,104,"rgb(255,189,0)"
구로제2동1,37.49335,126.883734,104,"rgb(255,189,0)"
목5동1,37.5369,126.8848,-999,"rgb(0,201,250)"
조원동1,37.4797,126.9028,98,"rgb(255,189,0)"
망우제3동2,37.594913,127.100547,120,"rgb(255,90,0)"
은천동1,37.4862,126.9390,71,"rgb(116,217,0)"
상도제1동1,37.4967,126.9535,-999,"rgb(0,201,250)"
망원제1동1,37.55150833,126.9054417,60,"rgb(116,217,0)"
상암동2,37.5696,126.8988,-999,"rgb(0,201,250)"
중앙동1,37.4820,126.9531,123,"rgb(255,90,0)"
연남동2,37.56074722,126.9234083,108,"rgb(255,189,0)"
성산제1동2,37.560582,126.916301,108,"rgb(255,189,0)"
신림동1,37.4852,126.9296,-999,"rgb(0,201,250)"
서교동1,37.5530,126.9239,108,"rgb(255,189,0)"
서교동2,37.54815278,126.9164683,108,"rgb(255,189,0)"
대림제3동3,37.4939,126.8951,126,"rgb(255,90,0)"
신내2동2,37.6056,127.0955,176,"rgb(255,90,0)"
신월2동1,37.521021,126.852261,104,"rgb(255,189,0)"
가리봉동2,37.475964,126.883777,-999,"rgb(0,201,250)"
서초3동6,37.479723,127.010758,37,"rgb(116,217,0)"
서원동1,37.4821,126.9299,110,"rgb(255,189,0)"
시흥제1동3,37.4544,126.8996,89,"rgb(255,189,0)"
노량진제1동1,37.51099722,126.9433389,73,"rgb(116,217,0)"
대흥동1,37.5560,126.9348,108,"rgb(255,189,0)"
행운동1,37.4771,126.9619,123,"rgb(255,90,0)"
흑석동2,37.5069,126.9667,89,"rgb(255,189,0)"
신촌동1,37.556444,126.945648,-999,"rgb(0,201,250)"
신사동1,37.4821,126.9149,123,"rgb(255,90,0)"
미성동1,37.4764,126.9158,123,"rgb(255,90,0)"
사당제3동1,37.4842,126.9724,47,"rgb(116,217,0)"
신림동2,37.4912,126.9271,45,"rgb(116,217,0)"
상도제2동1,37.5036,126.9473,55,"rgb(116,217,0)"
은천동2,37.4821,126.9436,123,"rgb(255,90,0)"
삼성1동6,37.515244,127.060994,-999,"rgb(0,201,250)"
